category,category_url,article_name,article_url,parent_category,idioma,article_name_es
Muntanyes de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_de_Bellver_de_Cerdanya,Turó de Prat Agre,https://ca.wikipedia.org/wiki/Tur%C3%B3_de_Prat_Agre,Geografia de Bellver de Cerdanya,ca,Cerro de Prat Agre
Muntanyes de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_de_Bellver_de_Cerdanya,Roca Punxenta (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Roca_Punxenta_(Bellver_de_Cerdanya),Geografia de Bellver de Cerdanya,ca,Roca Punxenta (Bellver de Cerdanya)
Muntanyes de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_de_Bellver_de_Cerdanya,La Reduta,https://ca.wikipedia.org/wiki/La_Reduta,Geografia de Bellver de Cerdanya,ca,La Reduta
Muntanyes de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_de_Bellver_de_Cerdanya,Roc Teixó (Olià),https://ca.wikipedia.org/wiki/Roc_Teix%C3%B3_(Oli%C3%A0),Geografia de Bellver de Cerdanya,ca,Roc Teixó (Olià)
Muntanyes de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_de_Bellver_de_Cerdanya,Serrat Rodó (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Serrat_Rod%C3%B3_(Bellver_de_Cerdanya),Geografia de Bellver de Cerdanya,ca,Serrat Rodó (Bellver de Cerdanya)
Muntanyes de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_de_Bellver_de_Cerdanya,Roques Blanques (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Roques_Blanques_(Bellver_de_Cerdanya),Geografia de Bellver de Cerdanya,ca,Rocas Blancas (Bellver de Cerdanya)
Muntanyes de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_de_Bellver_de_Cerdanya,Santjoan,https://ca.wikipedia.org/wiki/Santjoan,Geografia de Bellver de Cerdanya,ca,Santjoan
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Gràfic,https://ca.wikipedia.orghttps://iw.toolforge.org/vcat/catgraphRedirect?wiki=cawiki&title=Categoria:Serres_de_Bellver_de_Cerdanya&links=graph,Geografia de Bellver de Cerdanya,ca,Gráfico
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serra de l'Artic,https://ca.wikipedia.org/wiki/Serra_de_l%27Artic,Geografia de Bellver de Cerdanya,ca,Sierra del Ártico
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat de l'Avetosa,https://ca.wikipedia.org/wiki/Serrat_de_l%27Avetosa,Geografia de Bellver de Cerdanya,ca,Serrado de la Avetosa
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat del Bac (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Serrat_del_Bac_(Bellver_de_Cerdanya),Geografia de Bellver de Cerdanya,ca,Serrat del Bac (Bellver de Cerdanya)
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat de la Balma,https://ca.wikipedia.org/wiki/Serrat_de_la_Balma,Geografia de Bellver de Cerdanya,ca,Serrado de la Balma
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serra de Camp Bolvir,https://ca.wikipedia.org/wiki/Serra_de_Camp_Bolvir,Geografia de Bellver de Cerdanya,ca,Sierra de Camp Bolvir
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat de Cardils,https://ca.wikipedia.org/wiki/Serrat_de_Cardils,Geografia de Bellver de Cerdanya,ca,Serrat de Cardils
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat de la Cogulera,https://ca.wikipedia.org/wiki/Serrat_de_la_Cogulera,Geografia de Bellver de Cerdanya,ca,Serrat de la Cogulera
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serra de Comadeboc,https://ca.wikipedia.org/wiki/Serra_de_Comadeboc,Geografia de Bellver de Cerdanya,ca,Sierra de Comadeboc
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serra de Comaermada,https://ca.wikipedia.org/wiki/Serra_de_Comaermada,Geografia de Bellver de Cerdanya,ca,Sierra de Comaermada
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat de les Comes (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Serrat_de_les_Comes_(Bellver_de_Cerdanya),Geografia de Bellver de Cerdanya,ca,Serrat de les Comes (Bellver de Cerdanya)
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat de la Farga Vella,https://ca.wikipedia.org/wiki/Serrat_de_la_Farga_Vella,Geografia de Bellver de Cerdanya,ca,Serrat de la Farga Vella
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serra de Gavarret,https://ca.wikipedia.org/wiki/Serra_de_Gavarret,Geografia de Bellver de Cerdanya,ca,Sierra de Gavarret
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat de la Ginebreda,https://ca.wikipedia.org/wiki/Serrat_de_la_Ginebreda,Geografia de Bellver de Cerdanya,ca,Serrado de la Ginebreda
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serra de la Moixa,https://ca.wikipedia.org/wiki/Serra_de_la_Moixa,Geografia de Bellver de Cerdanya,ca,Sierra de la Moixa
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat de la Quera,https://ca.wikipedia.org/wiki/Serrat_de_la_Quera,Geografia de Bellver de Cerdanya,ca,Serrado de la Quera
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serra del Reller,https://ca.wikipedia.org/wiki/Serra_del_Reller,Geografia de Bellver de Cerdanya,ca,Sierra del Reller
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serra de Santa Magdalena (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Serra_de_Santa_Magdalena_(Bellver_de_Cerdanya),Geografia de Bellver de Cerdanya,ca,Sierra de Santa Magdalena (Bellver de Cerdanya)
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serrat de Sobirons,https://ca.wikipedia.org/wiki/Serrat_de_Sobirons,Geografia de Bellver de Cerdanya,ca,Serrat de Sobirons
Serres de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Serres_de_Bellver_de_Cerdanya,Serra de Solà,https://ca.wikipedia.org/wiki/Serra_de_Sol%C3%A0,Geografia de Bellver de Cerdanya,ca,Sierra de Solà
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Llista de monuments de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Llista_de_monuments_de_Bellver_de_Cerdanya,Bellver de Cerdanya,ca,Lista de monumentos de Bellver de Cerdanya
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Cal Manxot,https://ca.wikipedia.org/wiki/Cal_Manxot,Bellver de Cerdanya,ca,Cal Manxot
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Cal Patanó,https://ca.wikipedia.org/wiki/Cal_Patan%C3%B3,Bellver de Cerdanya,ca,Cal Patanó
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Cal Tresa,https://ca.wikipedia.org/wiki/Cal_Tresa,Bellver de Cerdanya,ca,Hace falta Tresa
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Casa d'Anes,https://ca.wikipedia.org/wiki/Casa_d%27Anes,Bellver de Cerdanya,ca,Casa de Anes
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Casa de la Duana,https://ca.wikipedia.org/wiki/Casa_de_la_Duana,Bellver de Cerdanya,ca,Casa de la Aduana
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Casa de la Vila (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Casa_de_la_Vila_(Bellver_de_Cerdanya),Bellver de Cerdanya,ca,Casa de la Villa (Bellver de Cerdanya)
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Casa Elies (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Casa_Elies_(Bellver_de_Cerdanya),Bellver de Cerdanya,ca,Casa Elies (Bellver de Cerdanya)
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Casa Tibau (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Casa_Tibau_(Bellver_de_Cerdanya),Bellver de Cerdanya,ca,Casa Tibau (Bellver de Cerdanya)
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Dispensari Mèdic Municipal Sant Josep,https://ca.wikipedia.org/wiki/Dispensari_M%C3%A8dic_Municipal_Sant_Josep,Bellver de Cerdanya,ca,Dispensario Médico Municipal San José
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Església de Santa Maria i Sant Jaume,https://ca.wikipedia.org/wiki/Esgl%C3%A9sia_de_Santa_Maria_i_Sant_Jaume,Bellver de Cerdanya,ca,Iglesia de Santa Maria y Sant Jaume
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Font de Talló,https://ca.wikipedia.org/wiki/Font_de_Tall%C3%B3,Bellver de Cerdanya,ca,Fuente de Talló
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Forn de calç de Cal Guix,https://ca.wikipedia.org/wiki/Forn_de_cal%C3%A7_de_Cal_Guix,Bellver de Cerdanya,ca,Horno de cal de Cal Guix
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Forn de calç de la devesa del Domingo,https://ca.wikipedia.org/wiki/Forn_de_cal%C3%A7_de_la_devesa_del_Domingo,Bellver de Cerdanya,ca,Horno de cal de la dehesa del Domingo
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Forn de calç de Sant Marcel,https://ca.wikipedia.org/wiki/Forn_de_cal%C3%A7_de_Sant_Marcel,Bellver de Cerdanya,ca,Horno de cal de San Marcel
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Forn de calç del Castell,https://ca.wikipedia.org/wiki/Forn_de_cal%C3%A7_del_Castell,Bellver de Cerdanya,ca,Horno de cal del Castillo
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Forn de calç del collet de la Cogulera,https://ca.wikipedia.org/wiki/Forn_de_cal%C3%A7_del_collet_de_la_Cogulera,Bellver de Cerdanya,ca,Horno de cal del collado de la Cogulera
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Forn de calç del pla de les Vinyes,https://ca.wikipedia.org/wiki/Forn_de_cal%C3%A7_del_pla_de_les_Vinyes,Bellver de Cerdanya,ca,Horno de cal del llano de las Viñas
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Forn de calç del Quelet,https://ca.wikipedia.org/wiki/Forn_de_cal%C3%A7_del_Quelet,Bellver de Cerdanya,ca,Horno de cal del Quelet
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Forn de calç del Solà de Bor,https://ca.wikipedia.org/wiki/Forn_de_cal%C3%A7_del_Sol%C3%A0_de_Bor,Bellver de Cerdanya,ca,Horno de cal del Solà de Bor
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Forn de ciment del Quelet,https://ca.wikipedia.org/wiki/Forn_de_ciment_del_Quelet,Bellver de Cerdanya,ca,Horno de cemento del Quelet
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Mas d'en Pons (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Mas_d%27en_Pons_(Bellver_de_Cerdanya),Bellver de Cerdanya,ca,Mas d'en Pons (Bellver de Cerdanya)
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Mas Martí (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Mas_Mart%C3%AD_(Bellver_de_Cerdanya),Bellver de Cerdanya,ca,Mas Martí (Bellver de Cerdanya)
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Molí de Bellver,https://ca.wikipedia.org/wiki/Mol%C3%AD_de_Bellver,Bellver de Cerdanya,ca,Molino de Bellver
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Molí de Bor,https://ca.wikipedia.org/wiki/Mol%C3%AD_de_Bor,Bellver de Cerdanya,ca,Molino de Bor
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Rectoria de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Rectoria_de_Bellver_de_Cerdanya,Bellver de Cerdanya,ca,Rectoría de Bellver de Cerdanya
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Roc Pedró (Olià),https://ca.wikipedia.org/wiki/Roc_Pedr%C3%B3_(Oli%C3%A0),Bellver de Cerdanya,ca,Roc Pedró (Olià)
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Sant Andreu de Baltarga,https://ca.wikipedia.org/wiki/Sant_Andreu_de_Baltarga,Bellver de Cerdanya,ca,San Andrés de Baltarga
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Sant Iscle i Santa Victòria de Talltendre,https://ca.wikipedia.org/wiki/Sant_Iscle_i_Santa_Vict%C3%B2ria_de_Talltendre,Bellver de Cerdanya,ca,San Isculo y Santa Victoria de Talltendre
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Sant Joan de Riu,https://ca.wikipedia.org/wiki/Sant_Joan_de_Riu,Bellver de Cerdanya,ca,San Juan de Río
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Sant Mamet d'Anes,https://ca.wikipedia.org/wiki/Sant_Mamet_d%27Anes,Bellver de Cerdanya,ca,San Mamet de Anes
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Sant Marcel de Bor,https://ca.wikipedia.org/wiki/Sant_Marcel_de_Bor,Bellver de Cerdanya,ca,San Marcel de Bor
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Sant Martí de Vilavedra,https://ca.wikipedia.org/wiki/Sant_Mart%C3%AD_de_Vilavedra,Bellver de Cerdanya,ca,San Martín de Vilavedra
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Sant Policarp de Cortàs,https://ca.wikipedia.org/wiki/Sant_Policarp_de_Cort%C3%A0s,Bellver de Cerdanya,ca,San Policarpo de Cortàs
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Sant Serni de Coborriu,https://ca.wikipedia.org/wiki/Sant_Serni_de_Coborriu,Bellver de Cerdanya,ca,Sant Serni de Coborriu
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Santa Cecília de Beders,https://ca.wikipedia.org/wiki/Santa_Cec%C3%ADlia_de_Beders,Bellver de Cerdanya,ca,Santa Cecilia de Beders
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Santa Eulàlia d'Éller,https://ca.wikipedia.org/wiki/Santa_Eul%C3%A0lia_d%27%C3%89ller,Bellver de Cerdanya,ca,Santa Eulalia de Éller
Patrimoni monumental de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Patrimoni_monumental_de_Bellver_de_Cerdanya,Santa Eulàlia de Pi,https://ca.wikipedia.org/wiki/Santa_Eul%C3%A0lia_de_Pi,Bellver de Cerdanya,ca,Santa Eulalia de Pi
Monuments històrics de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Monuments_hist%C3%B2rics_de_Bellver_de_Cerdanya,Gràfic,https://ca.wikipedia.orghttps://iw.toolforge.org/vcat/catgraphRedirect?wiki=cawiki&title=Categoria:Monuments_hist%C3%B2rics_de_Bellver_de_Cerdanya&links=graph,Patrimoni monumental de Bellver de Cerdanya,ca,Gráfico
Monuments històrics de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Monuments_hist%C3%B2rics_de_Bellver_de_Cerdanya,Castell de Sant Martí dels Castells,https://ca.wikipedia.org/wiki/Castell_de_Sant_Mart%C3%AD_dels_Castells,Patrimoni monumental de Bellver de Cerdanya,ca,Castillo de San Martín de los Castillos
Monuments històrics de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Monuments_hist%C3%B2rics_de_Bellver_de_Cerdanya,Castell i vila de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Castell_i_vila_de_Bellver_de_Cerdanya,Patrimoni monumental de Bellver de Cerdanya,ca,Castillo y villa de Bellver de Cerdanya
Monuments històrics de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Monuments_hist%C3%B2rics_de_Bellver_de_Cerdanya,Església de Santa Eugènia de Nerellà,https://ca.wikipedia.org/wiki/Esgl%C3%A9sia_de_Santa_Eug%C3%A8nia_de_Nerell%C3%A0,Patrimoni monumental de Bellver de Cerdanya,ca,Iglesia de Santa Eugenia de Nerellà
Monuments històrics de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Monuments_hist%C3%B2rics_de_Bellver_de_Cerdanya,Sant Julià de Pedra,https://ca.wikipedia.org/wiki/Sant_Juli%C3%A0_de_Pedra,Patrimoni monumental de Bellver de Cerdanya,ca,San Julián de Piedra
Monuments històrics de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Monuments_hist%C3%B2rics_de_Bellver_de_Cerdanya,Santa Maria de Talló,https://ca.wikipedia.org/wiki/Santa_Maria_de_Tall%C3%B3,Patrimoni monumental de Bellver de Cerdanya,ca,Santa María de Talló
Monuments històrics de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Monuments_hist%C3%B2rics_de_Bellver_de_Cerdanya,Torre de Cadell,https://ca.wikipedia.org/wiki/Torre_de_Cadell,Patrimoni monumental de Bellver de Cerdanya,ca,Torre de Cachorro
Monuments històrics de Bellver de Cerdanya,https://ca.wikipedia.org/wiki/Categoria:Monuments_hist%C3%B2rics_de_Bellver_de_Cerdanya,Torre de la Presó (Bellver de Cerdanya),https://ca.wikipedia.org/wiki/Torre_de_la_Pres%C3%B3_(Bellver_de_Cerdanya),Patrimoni monumental de Bellver de Cerdanya,ca,Torre de la Cárcel (Bellver de Cerdanya)
Bolvir,https://ca.wikipedia.org/wiki/Categoria:Bolvir,Bolvir,https://ca.wikipedia.org/wiki/Bolvir,,ca,Bolvir
Bolvir,https://ca.wikipedia.org/wiki/Categoria:Bolvir,Pere de Canal,https://ca.wikipedia.org/wiki/Pere_de_Canal,,ca,Pedro de Canal
Bolvir,https://ca.wikipedia.org/wiki/Categoria:Bolvir,Escut de Bolvir,https://ca.wikipedia.org/wiki/Escut_de_Bolvir,,ca,Escudo de Bolvir
Bolvir,https://ca.wikipedia.org/wiki/Categoria:Bolvir,Sequoies de la Torre del Remei,https://ca.wikipedia.org/wiki/Sequoies_de_la_Torre_del_Remei,,ca,Secuoyas de la Torre del Remedio
Bolvir,https://ca.wikipedia.org/wiki/Categoria:Bolvir,Signari de Bolvir,https://ca.wikipedia.org/wiki/Signari_de_Bolvir,,ca,Signario de Bolvir
Bolvir,https://ca.wikipedia.org/wiki/Categoria:Bolvir,Cels Surroca i Salvador,https://ca.wikipedia.org/wiki/Cels_Surroca_i_Salvador,,ca,Cielos Surroca y Salvador
Edificis de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Edificis_de_Bolvir,Antic Molí de Bolvir,https://ca.wikipedia.org/wiki/Antic_Mol%C3%AD_de_Bolvir,Bolvir,ca,Antiguo Molino de Bolvir
Edificis de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Edificis_de_Bolvir,Molí Nou de Bolvir,https://ca.wikipedia.org/wiki/Mol%C3%AD_Nou_de_Bolvir,Bolvir,ca,Molino Nuevo de Bolvir
Edificis de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Edificis_de_Bolvir,Museu Espai Ceretània,https://ca.wikipedia.org/wiki/Museu_Espai_Ceret%C3%A0nia,Bolvir,ca,Museo Espacio Ceretania
Edificis de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Edificis_de_Bolvir,Pont de Soler,https://ca.wikipedia.org/wiki/Pont_de_Soler,Bolvir,ca,Puente de Soler
Edificis de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Edificis_de_Bolvir,Pont dels Llossers,https://ca.wikipedia.org/wiki/Pont_dels_Llossers,Bolvir,ca,Puente de los Loseros
Edificis de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Edificis_de_Bolvir,Torre de Bolvir,https://ca.wikipedia.org/wiki/Torre_de_Bolvir,Bolvir,ca,Torre de Bolvir
Edificis de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Edificis_de_Bolvir,Torre del Remei,https://ca.wikipedia.org/wiki/Torre_del_Remei,Bolvir,ca,Torre del Remedio
Esglésies de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Esgl%C3%A9sies_de_Bolvir,Gràfic,https://ca.wikipedia.orghttps://iw.toolforge.org/vcat/catgraphRedirect?wiki=cawiki&title=Categoria:Esgl%C3%A9sies_de_Bolvir&links=graph,Edificis de Bolvir,ca,Gráfico
Esglésies de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Esgl%C3%A9sies_de_Bolvir,Mare de Déu de l'Esperança (Bolvir),https://ca.wikipedia.org/wiki/Mare_de_D%C3%A9u_de_l%27Esperan%C3%A7a_(Bolvir),Edificis de Bolvir,ca,Virgen de la Esperanza (Bolvir)
Esglésies de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Esgl%C3%A9sies_de_Bolvir,Sant Climent de Talltorta,https://ca.wikipedia.org/wiki/Sant_Climent_de_Talltorta,Edificis de Bolvir,ca,San Clemente de Talltorta
Esglésies de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Esgl%C3%A9sies_de_Bolvir,Sant Rafael de Bolvir,https://ca.wikipedia.org/wiki/Sant_Rafael_de_Bolvir,Edificis de Bolvir,ca,San Rafael de Bolvir
Esglésies de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Esgl%C3%A9sies_de_Bolvir,Santa Cecília de Bolvir,https://ca.wikipedia.org/wiki/Santa_Cec%C3%ADlia_de_Bolvir,Edificis de Bolvir,ca,Santa Cecilia de Bolvir
Esglésies de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Esgl%C3%A9sies_de_Bolvir,Santuari de la Mare de Déu del Remei (Bolvir),https://ca.wikipedia.org/wiki/Santuari_de_la_Mare_de_D%C3%A9u_del_Remei_(Bolvir),Edificis de Bolvir,ca,Santuario de Nuestra Señora del Remedio (Bolvir)
Geografia de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Geografia_de_Bolvir,Gràfic,https://ca.wikipedia.orghttps://iw.toolforge.org/vcat/catgraphRedirect?wiki=cawiki&title=Categoria:Geografia_de_Bolvir&links=graph,Bolvir,ca,Gráfico
Geografia de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Geografia_de_Bolvir,Llista de topònims de Bolvir,https://ca.wikipedia.org/wiki/Llista_de_top%C3%B2nims_de_Bolvir,Bolvir,ca,Lista de topónimos de Bolvir
Geografia de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Geografia_de_Bolvir,Jaciment Arqueològic del Castellot,https://ca.wikipedia.org/wiki/Jaciment_Arqueol%C3%B2gic_del_Castellot,Bolvir,ca,Yacimiento Arqueológico del Castellot
Geografia de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Geografia_de_Bolvir,Serra de la Mata de l'Ós,https://ca.wikipedia.org/wiki/Serra_de_la_Mata_de_l%27%C3%93s,Bolvir,ca,Sierra de la Mata del Oso
Geografia de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Geografia_de_Bolvir,Puig de Bolvir,https://ca.wikipedia.org/wiki/Puig_de_Bolvir,Bolvir,ca,Puig de Bolvir
Geografia de Bolvir,https://ca.wikipedia.org/wiki/Categoria:Geografia_de_Bolvir,Talltorta,https://ca.wikipedia.org/wiki/Talltorta,Bolvir,ca,Talltorta
